file_path,Unnamed: 0,year,pond,date,Lcapito,score0,time_stamp0,score1,time_stamp1,score2,time_stamp2
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150205_204700.wav,4608,2015,5a,2015-02-05 20:47:00,0.0,315.0080877800542,0.0,250.39599929069408,5.5,304.9811987082851,68.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150203_214500.wav,4607,2015,5a,2015-02-03 21:45:00,1.0,284.8747658920744,255.0,245.3595294085824,178.0,221.81593476298707,178.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150305_220900.wav,4617,2015,5a,2015-03-05 22:09:00,1.0,281.3471867473203,280.0,437.53437774782736,280.5,409.17082466812553,280.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150321_221900.wav,2478,2015,10a,2015-03-21 22:19:00,0.0,277.8739900176518,291.0,185.5437592895053,281.0,135.69523281020398,281.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_190100.wav,1066,2015,4a,2015-02-23 19:01:00,1.0,249.4398602479094,260.0,474.37586238894306,259.5,419.51402235288856,259.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_220200.wav,1065,2015,4a,2015-02-24 22:02:00,1.0,228.03089468156304,261.0,227.50992306149234,261.0,332.5292269696802,261.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150202_214400.wav,4604,2015,5a,2015-02-02 21:44:00,1.0,219.9743106274856,170.0,309.9942238548855,170.0,235.1814107273457,170.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150307_191000.wav,4610,2015,5a,2015-03-07 19:10:00,1.0,213.79602119991011,76.0,461.95553204237154,59.0,467.37358798215223,59.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150204_204600.wav,4609,2015,5a,2015-02-04 20:46:00,1.0,211.62141539218467,212.0,223.36508207166887,295.5,176.82364085556304,295.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150225_000200.wav,4961,2015,1a,2015-02-25 00:02:00,0.0,209.89065600260605,172.0,171.2908109328852,130.0,115.0646419667259,130.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150203_184500.wav,1416,2015,2a,2015-02-03 18:45:00,1.0,208.36755448613368,270.0,118.43874826595174,213.0,103.71728404826376,213.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150224_220200.wav,4957,2015,1a,2015-02-24 22:02:00,0.0,204.8391076002049,191.0,243.81276792345494,250.5,171.8667449047778,189.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_210100.wav,1067,2015,4a,2015-02-23 21:01:00,1.0,196.01787680945196,279.0,219.38814300659064,279.0,285.60265797630905,279.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150305_230900.wav,4612,2015,5a,2015-03-05 23:09:00,1.0,187.92961153661972,108.0,130.88206810793469,108.5,123.7943891540004,108.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_231500.wav,355,2015,7a,2015-03-14 23:15:00,1.0,185.38137830146704,286.0,226.06149600862372,113.0,159.36119454573975,113.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150224_000100.wav,4960,2015,1a,2015-02-24 00:01:00,0.0,173.49132122440747,89.0,262.56195997909947,224.5,212.80446067666583,289.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150202_234400.wav,4611,2015,5a,2015-02-02 23:44:00,1.0,172.8081613258998,166.0,213.64796742626694,166.5,192.06617756000327,166.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150224_230200.wav,4959,2015,1a,2015-02-24 23:02:00,0.0,170.19047360905196,238.0,219.77639187279917,90.5,175.9631546129603,165.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150306_231000.wav,1768,2015,6a,2015-03-06 23:10:00,0.0,162.80412604035382,177.0,55.34921895566209,260.0,49.62794843243852,11.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150322_232000.wav,2480,2015,10a,2015-03-22 23:20:00,0.0,161.90536581502238,13.0,93.13944494698399,45.0,59.889464734830604,45.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150204_234600.wav,1418,2015,2a,2015-02-04 23:46:00,1.0,161.58702404155352,67.0,121.7953908059211,59.0,93.92557263411896,146.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150224_210200.wav,4958,2015,1a,2015-02-24 21:02:00,0.0,159.38854717794032,141.0,247.5022586621679,114.0,214.91631719632343,114.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150226_220400.wav,4966,2015,1a,2015-02-26 22:04:00,0.0,159.12880041245347,266.0,201.87724144281435,266.5,143.54131436549673,266.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150202_194400.wav,1417,2015,2a,2015-02-02 19:44:00,0.0,145.80756096526463,75.0,67.07632730487325,290.0,57.17774898393289,290.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150307_001000.wav,1771,2015,6a,2015-03-07 00:10:00,0.0,145.79317757232474,39.0,64.25574793017928,38.5,55.07761582036894,38.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150202_224400.wav,1769,2015,6a,2015-02-02 22:44:00,0.0,139.76995171001641,205.0,146.82096820616428,164.0,135.9331187877541,205.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_230200.wav,1064,2015,4a,2015-02-24 23:02:00,1.0,135.61446170748607,21.0,309.9471432527842,87.0,248.28870529089906,87.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150319_211900.wav,4616,2015,5a,2015-03-19 21:19:00,0.0,132.68798197485233,9.0,51.61224421480098,276.0,50.57723611092335,73.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150510_005200.wav,1069,2015,4a,2015-05-10 00:52:00,0.0,129.51525474141567,191.0,62.74040136832188,190.0,47.111676825245446,0.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150225_000200.wav,1427,2015,2a,2015-02-25 00:02:00,0.0,121.61622674497102,85.0,82.23810221429649,16.5,69.1994485091179,202.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150309_001100.wav,1415,2015,2a,2015-03-09 00:11:00,0.0,116.93528244579157,165.0,184.83380636568876,165.0,155.48807869861398,153.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150226_210400.wav,4964,2015,1a,2015-02-26 21:04:00,0.0,116.06460862518625,8.0,77.59365771637836,8.0,59.44642984680204,183.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150202_224400.wav,1423,2015,2a,2015-02-02 22:44:00,1.0,115.23346540389973,204.0,85.32893265095599,204.5,73.89207447545333,84.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150205_184700.wav,4615,2015,5a,2015-02-05 18:47:00,1.0,111.48284055772953,132.0,210.31937032110935,143.5,295.65119925581644,132.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150320_201900.wav,705,2015,3a,2015-03-20 20:19:00,0.0,110.29433672020835,81.0,109.82426678297391,81.5,108.5365748884873,60.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150306_231000.wav,1421,2015,2a,2015-03-06 23:10:00,0.0,108.52113171057033,272.0,148.89352586082515,269.0,117.98240694587604,269.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150204_194600.wav,4626,2015,5a,2015-02-04 19:46:00,0.0,107.11961275210274,256.0,102.54381702614096,280.5,183.93174225587964,280.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150314_001400.wav,356,2015,7a,2015-03-14 00:14:00,1.0,106.93703697922872,269.0,279.05466539545074,269.0,207.68505080611308,275.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150306_211000.wav,2482,2015,10a,2015-03-06 21:10:00,0.0,104.01766127263498,171.0,108.10416184533983,171.5,101.85751879710342,171.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150224_200200.wav,4965,2015,1a,2015-02-24 20:02:00,0.0,99.34303214443801,157.0,196.8153881545595,66.5,186.2853361225548,66.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150203_204500.wav,4619,2015,5a,2015-02-03 20:45:00,1.0,96.35552202206138,277.0,128.63106753260143,178.0,142.96200910881973,178.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150306_201000.wav,4621,2015,5a,2015-03-06 20:10:00,0.0,95.41937330364668,237.0,138.6173945479831,237.5,246.09830518618023,237.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150202_214400.wav,13,2015,8a,2015-02-02 21:44:00,0.0,95.16879418975122,213.0,80.68429047888992,35.5,49.93740017425761,59.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150306_221000.wav,2496,2015,10a,2015-03-06 22:10:00,0.0,94.41441907554875,103.0,65.92310271108164,3.5,55.37861260529221,3.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150223_210100.wav,4972,2015,1a,2015-02-23 21:01:00,0.0,94.41182537352461,3.0,270.5843130994265,3.5,251.85757483895927,3.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150306_231000.wav,4614,2015,5a,2015-03-06 23:10:00,1.0,93.84936640739109,17.0,133.02247284382912,157.0,156.19960049913178,33.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150509_005200.wav,2127,2015,9a,2015-05-09 00:52:00,0.0,92.31509645533525,230.0,52.68415331511804,146.0,41.29028025452472,61.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150224_190200.wav,4976,2015,1a,2015-02-24 19:02:00,0.0,91.5086034085911,269.0,152.56510864973617,34.5,109.43992167827739,34.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150205_234700.wav,1770,2015,6a,2015-02-05 23:47:00,0.0,89.33630997723367,29.0,149.63299277072707,261.5,158.02585112914866,51.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150216_205600.wav,33,2015,8a,2015-02-16 20:56:00,0.0,89.1934215773026,294.0,47.09737469056489,294.5,41.01741425448126,135.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150217_005600.wav,709,2015,3a,2015-02-17 00:56:00,0.0,88.2312429216805,111.0,59.37861813797074,111.5,43.84133599977584,200.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150314_221500.wav,1068,2015,4a,2015-03-14 22:15:00,0.0,86.67210843556485,62.0,125.33805038002664,185.0,94.7734210086497,131.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150307_001000.wav,1419,2015,2a,2015-03-07 00:10:00,0.0,85.77332954370378,126.0,194.262316930777,271.5,178.81203747219553,271.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150306_211000.wav,1420,2015,2a,2015-03-06 21:10:00,0.0,85.50267304134238,54.0,134.72085454279716,38.5,129.12264007434075,63.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150223_220100.wav,4963,2015,1a,2015-02-23 22:01:00,0.0,85.47026276993391,22.0,232.86102632174303,276.5,180.2291438535768,276.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150307_001000.wav,4640,2015,5a,2015-03-07 00:10:00,1.0,85.00482187357485,127.0,98.61014846573309,17.5,104.08964205383114,66.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150227_000400.wav,4623,2015,5a,2015-02-27 00:04:00,0.0,84.84324855050478,83.0,122.80792502927345,84.0,130.87745966779224,84.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150417_213700.wav,759,2015,3a,2015-04-17 21:37:00,0.0,84.24268462039186,135.0,48.14292572462789,185.0,37.414075495901436,219.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150508_205200.wav,1077,2015,4a,2015-05-08 20:52:00,0.0,84.00926110143436,275.0,47.05486417660077,273.5,44.735631691075994,275.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150306_201000.wav,2479,2015,10a,2015-03-06 20:10:00,0.0,82.31488560399629,152.0,124.37907477373892,77.0,73.86678026017015,225.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150316_221600.wav,5079,2015,1a,2015-03-16 22:16:00,0.0,81.87478018273652,124.0,64.99372450485782,124.5,42.32428547841319,124.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_201400.wav,1072,2015,4a,2015-03-13 20:14:00,0.0,81.64675286393259,228.0,107.5609543452823,233.0,135.56784136514534,270.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150203_214500.wav,2516,2015,10a,2015-02-03 21:45:00,0.0,81.33766025672504,262.0,122.48469410549171,213.5,126.39493832656565,213.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150225_220300.wav,4968,2015,1a,2015-02-25 22:03:00,0.0,80.77276808129601,133.0,106.43052631892947,133.0,103.45782260402841,108.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150305_230900.wav,4982,2015,1a,2015-03-05 23:09:00,0.0,80.69084675356615,135.0,65.3402122133357,135.0,55.919466426948865,135.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150223_230100.wav,4962,2015,1a,2015-02-23 23:01:00,0.0,80.30922207467383,272.0,156.13730863441558,216.5,177.19036016223592,216.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150306_191000.wav,2483,2015,10a,2015-03-06 19:10:00,0.0,79.74763481927424,95.0,112.11665003592628,208.5,112.42398768963409,208.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150225_200300.wav,2124,2015,9a,2015-02-25 20:03:00,0.0,79.18853731571943,228.0,70.75536590634162,51.0,57.460372041863906,263.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150308_231100.wav,1422,2015,2a,2015-03-08 23:11:00,0.0,78.96491291240973,178.0,129.82962237551334,184.0,144.4657961362301,184.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150509_005200.wav,1086,2015,4a,2015-05-09 00:52:00,0.0,78.84501386834103,189.0,49.45736635891498,271.5,42.82863158328684,271.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150226_000300.wav,2167,2015,9a,2015-02-26 00:03:00,0.0,78.14226330202922,122.0,76.6716210028353,53.0,44.57795357490393,53.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150225_210300.wav,2130,2015,9a,2015-02-25 21:03:00,0.0,77.67587113904519,12.0,60.26653503773174,12.0,47.389221156442275,12.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150216_225600.wav,360,2015,7a,2015-02-16 22:56:00,0.0,77.0802098530603,91.0,59.28491358345838,138.5,53.65352663072668,91.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150510_235300.wav,768,2015,3a,2015-05-10 23:53:00,0.0,77.01160635819754,57.0,66.18677732506397,258.0,50.28701149909176,258.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_231400.wav,1070,2015,4a,2015-03-13 23:14:00,0.0,76.48606341299552,46.0,123.33913736225969,46.0,139.0713074479343,46.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150216_195600.wav,736,2015,3a,2015-02-16 19:56:00,0.0,75.90144064864067,133.0,44.83182969177514,6.5,44.27974416678775,132.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150403_212800.wav,4991,2015,1a,2015-04-03 21:28:00,0.0,75.8320542283791,223.0,52.51924205093888,202.5,41.95128688862534,202.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150203_234500.wav,4685,2015,5a,2015-02-03 23:45:00,0.0,75.66738883612202,142.0,112.85571807091704,248.0,122.09050878597901,248.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150216_205600.wav,1458,2015,2a,2015-02-16 20:56:00,0.0,75.49310652511689,111.0,49.93730699893614,142.0,60.52668375925859,142.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150306_221000.wav,1431,2015,2a,2015-03-06 22:10:00,0.0,75.16588628484068,17.0,114.08192028942318,18.5,117.63577920015577,223.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150409_223200.wav,1118,2015,4a,2015-04-09 22:32:00,0.0,75.09760463838056,149.0,41.24227614842178,271.5,36.28306696949622,43.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150307_211000.wav,4618,2015,5a,2015-03-07 21:10:00,0.0,74.95241606584824,25.0,125.44811939915952,170.0,175.72467157614443,25.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150217_005600.wav,1818,2015,6a,2015-02-17 00:56:00,0.0,74.58895977176269,0.0,47.6998751772275,0.0,41.4955845343068,0.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150305_210900.wav,1777,2015,6a,2015-03-05 21:09:00,0.0,74.15689429910977,162.0,63.24491306028956,86.0,66.48890285501012,86.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150227_000400.wav,1079,2015,4a,2015-02-27 00:04:00,0.0,74.05374055080136,104.0,109.55378934218375,62.5,140.11418848708252,62.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150216_195600.wav,4970,2015,1a,2015-02-16 19:56:00,0.0,74.03368196978629,42.0,75.856110758481,65.0,76.52757745290505,65.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150203_184500.wav,5042,2015,1a,2015-02-03 18:45:00,0.0,74.02973306847437,110.0,56.16668720282336,141.0,48.16022027929504,141.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150226_190400.wav,2246,2015,9a,2015-02-26 19:04:00,0.0,73.91719576038113,94.0,55.84678424688256,230.5,47.018073833481495,230.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150502_214800.wav,2137,2015,9a,2015-05-02 21:48:00,0.0,73.86485396058723,105.0,46.82961407795387,237.0,42.234648615594075,63.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150225_210300.wav,1834,2015,6a,2015-02-25 21:03:00,0.0,73.82848284435433,221.0,64.57713355998258,213.5,55.6380202189798,213.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150218_225700.wav,4985,2015,1a,2015-02-18 22:57:00,0.0,73.5485686110306,150.0,46.634381618277885,255.0,45.01689752580499,218.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_221400.wav,1080,2015,4a,2015-03-13 22:14:00,0.0,73.37939331972997,118.0,89.27692056977037,234.5,110.92312928666887,199.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150403_222800.wav,4672,2015,5a,2015-04-03 22:28:00,0.0,73.26948915257091,21.0,44.874796180050076,21.5,45.29131957742974,108.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150416_213700.wav,2182,2015,9a,2015-04-16 21:37:00,0.0,73.18063465924361,28.0,44.499935134780095,230.5,35.71156394122229,230.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150218_205700.wav,29,2015,8a,2015-02-18 20:57:00,0.0,72.89955224537333,251.0,41.81151301128822,101.0,40.119612036642394,79.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150512_205400.wav,772,2015,3a,2015-05-12 20:54:00,0.0,72.74973248286543,236.0,47.15030109232524,274.0,43.96569341435447,121.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150227_000400.wav,4967,2015,1a,2015-02-27 00:04:00,0.0,72.56535381099714,248.0,75.62647378712487,187.5,56.18957056232439,187.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150502_204800.wav,12,2015,8a,2015-05-02 20:48:00,0.0,72.4987316347715,41.0,48.88893870961336,165.5,45.73758554560945,165.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150314_191500.wav,5027,2015,1a,2015-03-14 19:15:00,0.0,72.47931512920256,133.0,129.0178972167306,297.0,61.01478508225657,297.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150224_000100.wav,2126,2015,9a,2015-02-24 00:01:00,0.0,72.191331001351,23.0,73.79506114019756,85.5,86.80851050818615,253.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150202_184400.wav,16,2015,8a,2015-02-02 18:44:00,0.0,71.73160702044724,78.0,70.01053762266426,60.5,59.505151774778355,195.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150219_005700.wav,1085,2015,4a,2015-02-19 00:57:00,0.0,71.61882317207345,122.0,46.27139382807159,73.0,37.888895473345016,74.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150218_225700.wav,4624,2015,5a,2015-02-18 22:57:00,0.0,71.55937380827986,24.0,80.65127979702203,290.0,79.78033197639678,290.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150403_222800.wav,5016,2015,1a,2015-04-03 22:28:00,0.0,71.43501835666885,230.0,50.92166077587397,250.0,41.811497083120464,250.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_191400.wav,1078,2015,4a,2015-03-13 19:14:00,0.0,71.22687215975654,293.0,94.28423165764985,275.5,104.4387587329545,275.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150406_003000.wav,5014,2015,1a,2015-04-06 00:30:00,0.0,71.03472668175625,120.0,53.98615358943143,101.0,36.98853048767935,54.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150218_235700.wav,5001,2015,1a,2015-02-18 23:57:00,0.0,71.02364352279996,233.0,50.72306205080183,210.5,40.021662695416616,162.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150403_212800.wav,2183,2015,9a,2015-04-03 21:28:00,0.0,70.85953536758305,48.0,67.21929219074897,176.5,59.323791947779306,176.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150202_214400.wav,1442,2015,2a,2015-02-02 21:44:00,0.0,70.84658454797602,233.0,107.51633881519155,9.0,84.60355365165809,41.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150308_231100.wav,1801,2015,6a,2015-03-08 23:11:00,0.0,70.6013327953827,51.0,116.67943959872689,67.5,140.7652688663285,67.5
