,score,label,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210215_172300.wav,69.02879534527072,,94.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210227_023200.wav,67.45616031227986,,121.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210302_223500.wav,66.74674429251233,,148.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210226_023100.wav,66.33235738177123,,201.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210301_013400.wav,64.17300512292168,,284.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210201_171000.wav,62.64032612654518,,279.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210215_012200.wav,60.86670961741,,207.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210207_211600.wav,60.602575456012154,,60.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210308_174000.wav,60.59616182089421,,244.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210206_181500.wav,59.79402000936677,,65.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210303_023500.wav,57.93125139890516,,192.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210213_022000.wav,57.84260945962894,,23.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210313_174400.wav,57.761691776738886,,212.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210206_231500.wav,57.45976311827634,,8.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_402/TEST_0+1_20210223_223000.wav,56.960208103793995,,66.0
