,score,label,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210228_023300.wav,363.2348991460384,,73.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210301_023400.wav,334.8961561118855,,298.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210228_013300.wav,309.92769283108584,,45.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210301_013400.wav,259.87074681654434,,188.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210227_223300.wav,168.5580658564432,,275.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210224_013000.wav,142.66251908103686,,77.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210223_193000.wav,129.8569906098859,,69.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210222_212900.wav,117.21775848856102,,196.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210316_184600.wav,106.50661458094865,,193.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210319_024700.wav,103.45457714710155,,281.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210316_024500.wav,102.86126112368005,,274.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210224_003000.wav,99.51360059540973,,139.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210308_174000.wav,98.29595218384024,,280.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210315_234500.wav,95.35880385154154,,176.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210319_004700.wav,90.3853019745937,,247.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210311_174200.wav,90.21984136311407,,141.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210316_214600.wav,90.05154485150464,,91.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210213_172100.wav,88.90518738445527,,130.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210126_170500.wav,88.32426692160787,,114.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210316_224600.wav,83.34255760076212,,40.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210223_223000.wav,83.0789489881707,,268.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210129_180800.wav,82.5427699370466,,189.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210223_233000.wav,82.43427496407588,,147.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210304_233700.wav,79.70899428597441,,274.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210306_183900.wav,76.371127697394,,268.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210225_203100.wav,75.82007694097462,,156.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210228_173400.wav,74.7538563836353,,99.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210318_194700.wav,74.05313252355357,,92.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210313_174400.wav,74.03176712338195,,153.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210227_013200.wav,73.55023662304853,,59.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210226_003100.wav,73.22265728872627,,214.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210317_004600.wav,72.83842452087035,,145.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210316_194600.wav,72.77495107097768,,263.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210225_223100.wav,72.20926308193552,,219.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210219_012600.wav,71.93204666386043,,181.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210211_222000.wav,71.77434415120426,,299.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210315_194500.wav,71.15101417919674,,112.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210316_234600.wav,70.4793903613675,,290.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210306_173900.wav,70.44021140454358,,246.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210305_183800.wav,70.24121338202178,,86.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210303_193600.wav,69.4442659956438,,10.5
