,score,label,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190411_020300.wav,182.58689940752132,,282.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190301_203400.wav,127.35771448841139,,175.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20181221_193500.wav,124.33774524060996,,105.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190217_002300.wav,121.15198918774843,,256.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190107_214700.wav,116.2815618128156,,33.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190217_202400.wav,114.43671262051085,,241.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190217_022300.wav,107.60611987690102,,87.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190303_013500.wav,106.95780073154032,,166.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190211_201900.wav,106.10325908610002,,194.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20190219_002500.wav,105.70139202478883,,161.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20181229_024000.wav,101.563812917251,,224.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_401/TEST_0+1_20181230_224100.wav,100.3814841168995,,154.0
