,score,label,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190216_202300.wav,73.78996317934791,,232.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190228_233300.wav,65.2666844338889,,161.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190117_205600.wav,64.8465755094065,,235.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181211_023200.wav,63.779967009414435,,16.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190405_005900.wav,63.642291509840256,,281.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190330_185500.wav,63.386977603249846,,129.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181202_183100.wav,63.11016063659883,,211.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190325_195200.wav,62.6366850992182,,141.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190101_224200.wav,62.369151720935115,,166.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190119_175800.wav,61.85753484572511,,55.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190329_195500.wav,61.463767140792584,,40.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181208_213100.wav,60.543396880412296,,257.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181210_183200.wav,59.804982546660085,,227.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181210_203200.wav,59.77392059557636,,246.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181210_173200.wav,58.84504230104953,,281.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190310_234100.wav,58.62395434030246,,39.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190117_015500.wav,58.60362511818584,,76.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181211_013200.wav,58.34652349135177,,132.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181209_013100.wav,57.842883807863586,,216.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190123_220100.wav,57.13083119654066,,219.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190221_002700.wav,57.086144734575626,,170.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181214_023200.wav,57.00198823829535,,237.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190325_015100.wav,56.829091986145386,,181.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190302_023400.wav,56.197493526672375,,103.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181209_023100.wav,55.985042249890576,,136.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190107_204700.wav,55.87636369506081,,162.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190313_014300.wav,55.85256848431337,,166.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190104_024400.wav,55.732152206042755,,6.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190302_213500.wav,55.67288434146477,,153.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190407_220100.wav,55.65548705792505,,165.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190124_000100.wav,55.376152462431286,,13.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190113_005100.wav,55.311991944997736,,209.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190107_224700.wav,54.6832397376547,,276.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190119_225800.wav,54.430672346794104,,85.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181231_014100.wav,54.268668737038816,,105.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181230_014000.wav,54.2614136646113,,223.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190404_225900.wav,54.05203705257305,,65.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20181206_203100.wav,54.019956472983964,,126.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_398/TEST_0+1_20190317_224600.wav,53.821563707830705,,76.0
