file_path,score,time_stamp,year,pond
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200331_005600.wav,133.14097836178345,266.5,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200612_014500.wav,123.75868695186628,10.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200222_192800.wav,121.18638317934511,209.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200613_004500.wav,116.55774955328972,204.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200321_004900.wav,102.25643182733955,128.5,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200330_015500.wav,100.42488262059078,20.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200610_234400.wav,99.96764610254502,239.5,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200116_015400.wav,96.29729871096984,157.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200210_201800.wav,93.78114923941853,0.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200410_010300.wav,92.42730472610778,245.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200321_024900.wav,88.04764900075648,43.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200316_014500.wav,87.755687933154,227.5,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200503_232000.wav,83.34413624830896,208.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200423_021200.wav,81.84626935406112,1.0,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200331_025600.wav,80.0453972958661,86.5,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200420_001000.wav,78.50063137227197,36.5,2020,403
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2020/FLSHE_2020_403/TEST_20200613_234504.wav,78.28364349762057,295.5,2020,403
