,score,label,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180217_022400.wav,101.62515487901862,,291.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180217_012400.wav,84.25466087116904,,24.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180211_181900.wav,69.52081591464723,,203.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180206_181500.wav,68.76290300381476,,29.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180130_020700.wav,65.31625328631823,,293.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180109_174900.wav,61.62865004356992,,118.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180112_195100.wav,60.788164090660885,,69.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180112_005100.wav,58.89778280464827,,276.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180126_190400.wav,58.45545043082016,,271.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180128_180600.wav,58.38993806056897,,227.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180214_012100.wav,58.275772456985166,,223.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171223_173700.wav,57.62753459018202,,38.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180202_201100.wav,56.65151783345483,,45.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180128_190600.wav,55.788097568707926,,176.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180216_192400.wav,55.29483849040284,,48.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180107_234700.wav,55.28552610682219,,81.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180121_200000.wav,54.77086042511582,,203.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171227_173900.wav,54.69202736027081,,172.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180211_011800.wav,54.54561041632622,,224.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180110_235000.wav,54.284233428664024,,20.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180104_234500.wav,54.205915592180084,,11.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180131_210900.wav,53.80346508467647,,299.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180214_182200.wav,53.495908242781795,,223.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180113_215200.wav,53.41791170071637,,35.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180203_181200.wav,53.323567836545024,,116.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180109_234900.wav,52.96542890867206,,158.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171227_003800.wav,52.74677900105841,,209.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180126_020300.wav,52.32251269180945,,84.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171228_234000.wav,51.98270910045712,,179.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171226_213800.wav,51.553275222811074,,205.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180115_195400.wav,50.9439151211612,,64.0
