,score,year,pond,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_000100.wav,689.6835124910892,2015,4a,296.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_200200.wav,579.7263719028238,2015,4a,25.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_230100.wav,482.74486665350724,2015,4a,110.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150225_000200.wav,453.895368334199,2015,4a,254.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_220100.wav,318.6543685861461,2015,4a,64.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_230200.wav,232.39177802079428,2015,4a,87.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150224_220200.wav,198.01922593354968,2015,4a,261.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_190100.wav,194.70298632801433,2015,4a,244.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150223_210100.wav,151.87421504286766,2015,4a,252.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150314_221500.wav,109.02720147120193,2015,4a,185.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150510_005200.wav,92.8266439060493,2015,4a,191.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_231400.wav,91.63412599307473,2015,4a,46.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_001500.wav,79.22128036146917,2015,4a,134.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_201400.wav,78.17218058937489,2015,4a,233.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150307_001000.wav,75.30144484467269,2015,4a,214.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_225600.wav,70.78183296445826,2015,4a,57.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150504_224900.wav,70.42147096413234,2015,4a,16.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_215700.wav,69.40842049553102,2015,4a,132.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150508_205200.wav,67.16737307831141,2015,4a,275.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_191400.wav,66.4847919636872,2015,4a,201.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150227_000400.wav,65.38557887187594,2015,4a,244.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_221400.wav,64.8587141777372,2015,4a,41.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150512_215400.wav,64.1905674638906,2015,4a,4.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150417_223700.wav,63.93974938796443,2015,4a,220.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150312_231400.wav,62.94057787016241,2015,4a,233.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_192800.wav,61.936636065146885,2015,4a,5.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150219_005700.wav,61.098231172593934,2015,4a,61.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150509_005200.wav,61.0966294533295,2015,4a,183.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150226_230400.wav,60.815177911732604,2015,4a,179.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_201000.wav,59.41669048579144,2015,4a,291.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_211000.wav,59.31260898756923,2015,4a,209.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_195600.wav,59.053994423015865,2015,4a,265.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150615_221300.wav,58.22570590837265,2015,4a,260.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150225_230300.wav,58.14705943673234,2015,4a,206.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150312_221400.wav,57.584022226428054,2015,4a,101.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_235600.wav,56.80807341195076,2015,4a,287.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_002800.wav,56.759252310404435,2015,4a,59.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150226_220400.wav,56.74017436725447,2015,4a,268.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150216_205600.wav,56.50138758778248,2015,4a,265.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150206_004700.wav,56.47654302679314,2015,4a,155.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_235700.wav,56.27490936646966,2015,4a,44.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_222800.wav,54.602183271980586,2015,4a,164.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150411_223400.wav,54.33015597509272,2015,4a,287.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150308_231100.wav,54.252667289191855,2015,4a,265.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150626_211600.wav,54.24236030210964,2015,4a,292.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_221000.wav,54.11453199805375,2015,4a,56.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150615_001300.wav,54.08524495873072,2015,4a,218.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150313_001400.wav,53.50698904869428,2015,4a,282.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_195700.wav,53.44271617780185,2015,4a,98.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150315_191600.wav,53.404608326613825,2015,4a,141.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150218_225700.wav,53.30641067214145,2015,4a,200.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_202900.wav,53.078153664696885,2015,4a,235.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150306_231000.wav,52.82020825106041,2015,4a,245.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150205_214700.wav,52.43837493803572,2015,4a,288.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150305_220900.wav,52.20368363749888,2015,4a,42.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150403_232800.wav,52.017037827372825,2015,4a,45.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150409_203200.wav,51.848099673896975,2015,4a,240.0
