file_path,Unnamed: 0,year,pond,date,Lcapito,score0,time_stamp0,score1,time_stamp1,score2,time_stamp2
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150204_004500.wav,1571,2015,2a,2015-02-04 00:45:00,0.0,39.28690820522635,147.5,39.28690820522635,147.5,39.28690820522635,147.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150405_193000.wav,1572,2015,2a,2015-04-05 19:30:00,0.0,30.00777122557053,30.0,30.00777122557053,30.0,30.00777122557053,30.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150308_221100.wav,1573,2015,2a,2015-03-08 22:11:00,0.0,57.00980135774382,68.0,57.00980135774382,68.0,29.82471043842448,73.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150404_192900.wav,1574,2015,2a,2015-04-04 19:29:00,0.0,41.2243674091619,190.5,41.2243674091619,190.5,41.2243674091619,190.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150203_234500.wav,1575,2015,2a,2015-02-03 23:45:00,0.0,35.4171830974243,213.5,35.4171830974243,213.5,35.4171830974243,213.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150410_203300.wav,1576,2015,2a,2015-04-10 20:33:00,0.0,31.59242738480243,227.0,31.59242738480243,227.0,29.132922885210114,220.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150412_213400.wav,1577,2015,2a,2015-04-12 21:34:00,0.0,32.965507908071544,20.5,32.965507908071544,20.5,32.965507908071544,20.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150225_190300.wav,1578,2015,2a,2015-02-25 19:03:00,0.0,31.144567631154338,123.0,30.761363399489134,10.0,28.749161018049346,15.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150412_203400.wav,1579,2015,2a,2015-04-12 20:34:00,0.0,36.124577214534064,107.5,36.124577214534064,107.5,36.124577214534064,107.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150225_200300.wav,1580,2015,2a,2015-02-25 20:03:00,0.0,44.96216685394468,255.5,44.96216685394468,255.5,44.96216685394468,255.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150501_004600.wav,1582,2015,2a,2015-05-01 00:46:00,0.0,28.447706109406543,161.0,28.447706109406543,161.0,28.447706109406543,161.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150410_193300.wav,1583,2015,2a,2015-04-10 19:33:00,0.0,36.7029618331246,279.5,29.260615853559944,293.5,29.260615853559944,293.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150416_193700.wav,1584,2015,2a,2015-04-16 19:37:00,0.0,34.48693877764889,298.5,34.48693877764889,298.5,31.05264227371273,298.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150509_005200.wav,1585,2015,2a,2015-05-09 00:52:00,0.0,49.764253208975774,228.5,36.84680992187362,230.0,35.63947521641501,271.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150404_222900.wav,1586,2015,2a,2015-04-04 22:29:00,0.0,31.74692718627646,140.5,31.256427347944154,232.5,31.256427347944154,232.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150402_192800.wav,1587,2015,2a,2015-04-02 19:28:00,0.0,40.385585415862714,240.5,40.385585415862714,240.5,40.385585415862714,240.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150504_204900.wav,1588,2015,2a,2015-05-04 20:49:00,0.0,61.763897214842736,298.5,33.360815516876606,267.5,28.504005567851287,237.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150217_225700.wav,1591,2015,2a,2015-02-17 22:57:00,0.0,40.7825100177658,201.0,40.7825100177658,201.0,34.76088287050606,120.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150418_223800.wav,1594,2015,2a,2015-04-18 22:38:00,0.0,27.182390482002592,106.0,27.182390482002592,106.0,27.182390482002592,106.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150417_213700.wav,1596,2015,2a,2015-04-17 21:37:00,0.0,30.470115692781295,237.0,27.00246608055584,1.0,27.00246608055584,1.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150203_004400.wav,1597,2015,2a,2015-02-03 00:44:00,0.0,37.19659197597979,47.5,37.19659197597979,47.5,37.19659197597979,47.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150504_234900.wav,1598,2015,2a,2015-05-04 23:49:00,0.0,26.557755908470547,206.0,26.557755908470547,206.0,26.557755908470547,206.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150226_200400.wav,1599,2015,2a,2015-02-26 20:04:00,0.0,26.279558076309378,178.0,26.279558076309378,178.0,26.279558076309378,178.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150418_213800.wav,1601,2015,2a,2015-04-18 21:38:00,0.0,26.475918894065543,116.0,26.116250019433085,117.0,26.116250019433085,117.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150224_200200.wav,1603,2015,2a,2015-02-24 20:02:00,0.0,28.46699732932972,68.0,28.46699732932972,68.0,25.79613490346499,52.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150320_221900.wav,1604,2015,2a,2015-03-20 22:19:00,0.0,29.266488275700336,89.5,29.266488275700336,89.5,29.266488275700336,89.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150411_003300.wav,1606,2015,2a,2015-04-11 00:33:00,0.0,30.546346766751803,172.5,30.546346766751803,172.5,28.816414661591185,239.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150223_210100.wav,1607,2015,2a,2015-02-23 21:01:00,0.0,33.293293436406906,82.5,33.293293436406906,82.5,32.944552647273014,82.5
