,score,year,logger,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/4-21-14/20140421_214000.wav,61.86285085145888,2014,2a,35.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/5-15-14/20140517_205800.wav,61.812364099174,2014,3a,233.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/4-14-14/20140417_223800.wav,61.76591351211615,2014,3a,102.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/5-8-14/20140511_195400.wav,61.67849370841608,2014,2a,258.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/4-7-14/20140409_203200.wav,61.59777340267882,2014,2a,185.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/3-17-14/20140320_191900.wav,61.387967904398344,2014,3a,297.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/4-21-14/20140424_194200.wav,61.32689121783829,2014,2a,245.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/6-12-14/20140612_211200.wav,61.31577757582339,2014,3a,243.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/1a/4-7-14/20140411_003300.wav,61.177308621755785,2014,1a,85.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/5-8-14/20140510_205300.wav,60.90910095422218,2014,3a,57.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/1a/4-14-14/20140417_193800.wav,60.86310196541049,2014,1a,108.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/4-14-14/20140418_003800.wav,60.450825487965034,2014,2a,285.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/1a/6-12-14/20140612_221200.wav,60.364458359969824,2014,1a,6.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/4-21-14/20140423_004100.wav,60.348778850346626,2014,3a,85.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/1a/6-12-14/20140612_201200.wav,60.25293532957098,2014,1a,199.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/1a/4-21-14/20140424_204200.wav,60.16313849000959,2014,1a,228.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/7-7-14/20140707_211500.wav,60.08774544613837,2014,2a,213.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/4-14-14/20140414_223600.wav,60.0399261775969,2014,3a,81.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/1a/5-15-14/20140516_235700.wav,59.93889349813192,2014,1a,208.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/7-17-14/20140718_231200.wav,59.86803420850376,2014,2a,47.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/4-21-14/20140424_204200.wav,59.599904447688935,2014,3a,34.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/4-7-14/20140410_003200.wav,59.396716960157065,2014,3a,209.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/2a/7-17-14/20140718_221200.wav,59.06095451626731,2014,2a,29.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/3a/6-12-14/20140613_231300.wav,59.035252162216295,2014,3a,191.5
