,score,year,logger,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150202_214400.wav,58.01436693516184,2015,6a,219.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/6-11-15/20150615_001300.wav,57.8751086805157,2015,8a,231.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/2-16-15/20150216_205600.wav,57.83414523894317,2015,7a,269.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-5-15/20150305_200900.wav,57.58940542279479,2015,8a,259.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150218_215700.wav,57.38460800967304,2015,6a,108.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/5-8-15/20150509_225200.wav,57.37238419917758,2015,7a,85.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-4-15/20150606_221000.wav,57.33014399914967,2015,6a,98.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-19-15/20150321_192000.wav,57.29841722115915,2015,8a,32.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/6-11-15/20150612_231200.wav,57.24280594955246,2015,10a,290.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/4-30-15/20150430_224600.wav,57.18781041987603,2015,7a,144.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/2-2-15/20150202_184400.wav,57.15820004388824,2015,7a,119.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150204_004500.wav,57.135294257028136,2015,6a,129.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/3-19-15/20150321_222000.wav,56.97083906339418,2015,8a,161.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/3-5-15/20150306_000900.wav,56.88392018049552,2015,6a,86.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-5-15/20150306_211000.wav,56.85565519276177,2015,9a,19.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/2-16-15/20150216_185600.wav,56.846607314765976,2015,7a,29.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-12-15/20150315_211600.wav,56.78662570794155,2015,9a,211.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-16-15/20150218_225700.wav,56.77047311838472,2015,6a,194.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-30-15/20150504_204900.wav,56.66333195799967,2015,10a,23.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/4-16-15/20150416_203700.wav,56.64857461897514,2015,10a,255.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150314_231500.wav,56.63910425077279,2015,10a,192.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/4-30-15/20150502_204800.wav,56.4950096825114,2015,8a,41.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/6-11-15/20150611_211200.wav,56.33061503299256,2015,10a,231.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/4-2-15/20150403_192800.wav,56.24497708827144,2015,9a,85.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/2-23-15/20150225_220300.wav,56.23751600970944,2015,10a,17.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/5-8-15/20150511_005300.wav,56.22761392633579,2015,9a,106.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-12-15/20150312_221400.wav,56.2246062903337,2015,9a,174.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/6-25-15/20150626_211600.wav,56.21029503598377,2015,6a,51.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/3-12-15/20150312_211400.wav,56.194389634678195,2015,10a,88.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/7a/2-16-15/20150216_195600.wav,56.15805633172159,2015,7a,51.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/2-16-15/20150216_195600.wav,55.9099378913525,2015,8a,109.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/5-8-15/20150509_215200.wav,55.87269724051867,2015,6a,39.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/8a/4-9-15/20150409_203200.wav,55.84762567291225,2015,8a,27.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/9a/3-19-15/20150322_202000.wav,55.806017584313075,2015,9a,223.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-2-15/20150205_204700.wav,55.49426451837795,2015,6a,220.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/4-30-15/20150504_224900.wav,55.394340258034255,2015,6a,167.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/4-16-15/20150417_213700.wav,55.32132027571606,2015,6a,172.5
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/10a/5-8-15/20150511_235400.wav,55.291781931076734,2015,10a,217.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/5-14-15/20150518_205800.wav,55.150289747020736,2015,6a,129.0
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/6a/2-23-15/20150226_190400.wav,55.09552435461988,2015,6a,233.5
