Site,Start Date,Stop Date,Logger,Listener,Sample Date,Sample Time,Species,NAAMP,File ID,Notes
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,1844,PSNIG,1,20150202_184400,
W32,2/2/2015,2/6/2015,4,RKH,2/2/2015,1844,NOCAP,1,20150202_184400,
W68,2/2/2015,2/6/2015,7,RKH,2/2/2015,1844,PSFER,2,20150202_184400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,1844,PSNIG,1,20150202_184400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,1844,PSFER,1,20150202_184400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,1844,PSCRU,3,20150202_184400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,1844,PSORN,1,20150202_184400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,1844,PSNIG,1,20150202_184400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,1844,PSCRU,2,20150202_184400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,1844,LISPH,3,20150202_184400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,1844,PSFER,2,20150202_184400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,1844,PSCRU,3,20150202_184400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,1844,PSNIG,3,20150202_184400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,1844,PSCRU,3,20150202_184400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,1844,LISPH,2,20150202_184400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,1844,PSNIG,3,20150202_184400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1844,PSORN,3,20150202_184400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1844,PSNIG,3,20150202_184400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1844,PSCRU,2,20150202_184400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1844,LISPH,3,20150202_184400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1844,LICAP,1,20150202_184400,
W35,2/2/2015,2/6/2015,1,JMH,2/2/2015,1844,NOCAP,1,20150202_184400,GUNSHOTS
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,1844,PSFER,2,20150202_184400,
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,1944,PSNIG,1,20150202_194400,
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,1944,PSFER,2,20150202_194400,
W68,2/2/2015,2/6/2015,7,RKH,2/2/2015,1944,PSFER,2,20150202_194400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,1944,PSNIG,1,20150202_194400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,1944,PSFER,1,20150202_194400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,1944,PSCRU,3,20150202_194400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,1944,PSORN,1,20150202_194400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,1944,PSCRU,2,20150202_194400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,1944,LISPH,3,20150202_194400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,1944,PSFER,2,20150202_194400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,1944,PSCRU,3,20150202_194400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,1944,PSNIG,3,20150202_194400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,1944,PSCRU,3,20150202_194400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,1944,LISPH,2,20150202_194400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,1944,PSNIG,3,20150202_194400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,1944,PSCRU,3,20150202_194400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,1944,LISPH,2,20150202_194400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1944,PSORN,1,20150202_194400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1944,PSNIG,3,20150202_194400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1944,PSCRU,1,20150202_194400,
W32,2/2/2015,2/6/2015,4,RKH,2/2/2015,1944,NOCAP,1,20150202_194400,
W35,2/2/2015,2/6/2015,1,JMH,2/2/2015,1944,NOCAP,1,20150202_194400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,1944,LISPH,3,20150202_194400,
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,2044,NOCAP,1,20150202_204400,
W68,2/2/2015,2/6/2015,7,RKH,2/2/2015,2044,PSFER,2,20150202_204400,
W35,2/2/2015,2/6/2015,1,JMH,2/2/2015,2044,NOCAP,1,20150202_204400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2044,LISPH,3,20150202_204400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2044,PSCRU,1,20150202_204400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2044,PSNIG,2,20150202_204400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2044,PSORN,2,20150202_204400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2044,LISPH,3,20150202_204400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2044,PSCRU,2,20150202_204400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2044,PSNIG,3,20150202_204400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2044,LISPH,2,20150202_204400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2044,PSCRU,3,20150202_204400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2044,PSNIG,3,20150202_204400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2044,PSCRU,3,20150202_204400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2044,PSFER,2,20150202_204400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2044,LISPH,3,20150202_204400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2044,PSCRU,2,20150202_204400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2044,PSFER,1,20150202_204400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2044,PSNIG,1,20150202_204400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2044,PSCRU,3,20150202_204400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2044,PSNIG,2,20150202_204400,
W32,2/2/2015,2/6/2015,4,RKH,2/2/2015,2044,NOCAP,1,20150202_204400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2144,PSNIG,3,20150202_214400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2144,PSCRU,2,20150202_214400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2144,PSFER,2,20150202_214400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2144,LISPH,1,20150202_214400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2144,PSCRU,2,20150202_214400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2144,PSNIG,2,20150202_214400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2144,PSORN,1,20150202_214400,
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,2144,NOCAP,1,20150202_214400,
W32,2/2/2015,2/6/2015,4,RKH,2/2/2015,2144,NOCAP,1,20150202_214400,
W35,2/2/2015,2/6/2015,1,JMH,2/2/2015,2144,NOCAP,1,20150202_214400,DISTANT LISPH
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2144,LISPH,3,20150202_214400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2144,PSCRU,1,20150202_214400,"OWL CALL, LOUD PLANE"
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2144,PSNIG,3,20150202_214400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2144,PSORN,1,20150202_214400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2144,PSNIG,2,20150202_214400,/PSFER
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2144,PSORN,1,20150202_214400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2144,LICAP,1,20150202_214400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2144,LISPH,2,20150202_214400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2144,PSCRU,3,20150202_214400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2144,PSCRU,3,20150202_214400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2144,PSFER,1,20150202_214400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2144,PSNIG,2,20150202_214400,
W68,2/2/2015,2/6/2015,7,RKH,2/2/2015,2144,PSFER,2,20150202_214400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2244,PSNIG,3,20150202_224400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2244,PSCRU,3,20150202_224400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2244,PSFER,2,20150202_224400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2244,PSCRU,2,20150202_224400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2244,PSNIG,1,20150202_224400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2244,PSCRU,2,20150202_224400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2244,PSFER,2,20150202_224400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2244,PSNIG,2,20150202_224400,
W68,2/2/2015,2/6/2015,7,RKH,2/2/2015,2244,NOCAP,1,20150202_224400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2244,PSCRU,3,20150202_224400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2244,LISPH,2,20150202_224400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2244,PSNIG,2,20150202_224400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2244,PSCRU,2,20150202_224400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2244,LISPH,2,20150202_224400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2244,PSORN,1,20150202_224400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2244,PSNIG,2,20150202_224400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2244,PSCRU,1,20150202_224400,PLANE
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2244,LISPH,3,20150202_224400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2244,LICAP,1,20150202_224400,
W35,2/2/2015,2/6/2015,1,JMH,2/2/2015,2244,NOCAP,1,20150202_224400,
W32,2/2/2015,2/6/2015,4,RKH,2/2/2015,2244,NOCAP,1,20150202_224400,
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,2244,PSFER,2,20150202_224400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2344,PSNIG,3,20150202_234400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2344,PSCRU,3,20150202_234400,
W26,2/2/2015,2/6/2015,6,MCD,2/2/2015,2344,NOCAP,1,20150202_234400,
W32,2/2/2015,2/6/2015,4,RKH,2/2/2015,2344,PSNIG,2,20150202_234400,
W35,2/2/2015,2/6/2015,1,JMH,2/2/2015,2344,NOCAP,1,20150202_234400,
W52,2/2/2015,2/6/2015,10,RKH,2/2/2015,2344,PSFER,2,20150202_234400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2344,PSCRU,2,20150202_234400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2344,PSFER,1,20150202_234400,
W55,2/2/2015,2/6/2015,8,JMH,2/2/2015,2344,PSORN,1,20150202_234400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2344,PSCRU,2,20150202_234400,
W58,2/2/2015,2/6/2015,9,JMH,2/2/2015,2344,PSFER,2,20150202_234400,
W68,2/2/2015,2/6/2015,7,RKH,2/2/2015,2344,PSFER,2,20150202_234400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2344,PSCRU,3,20150202_234400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2344,LISPH,3,20150202_234400,
W51,2/2/2015,2/6/2015,5,JMH,2/2/2015,2344,LICAP,1,20150202_234400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2344,PSNIG,1,20150202_234400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2344,PSCRU,2,20150202_234400,
W50,2/2/2015,2/6/2015,3,JMH,2/2/2015,2344,LISPH,2,20150202_234400,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2348,PSNIG,3,20150202_234800,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2348,PSORN,2,20150202_234800,PLANE
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2348,PSCRU,1,20150202_234800,
W46,2/2/2015,2/6/2015,2,JMH,2/2/2015,2348,LISPH,2,20150202_234800,
W68,2/2/2015,2/6/2015,7,RKH,2/3/2015,44,NOCAP,1,20150203_004400,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,44,PSFER,2,20150203_004400,
W32,2/2/2015,2/6/2015,4,RKH,2/3/2015,44,NOCAP,1,20150203_004400,
W35,2/2/2015,2/6/2015,1,JMH,2/3/2015,44,NOCAP,1,20150203_004400,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,44,LISPH,2,20150203_004400,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,44,PSCRU,1,20150203_004400,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,44,PSNIG,3,20150203_004400,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,44,LISPH,2,20150203_004400,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,44,PSCRU,3,20150203_004400,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,44,PSNIG,2,20150203_004400,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,44,PSCRU,3,20150203_004400,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,44,PSFER,2,20150203_004400,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,44,PSCRU,2,20150203_004400,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,44,PSFER,1,20150203_004400,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,44,PSCRU,2,20150203_004400,
W26,2/2/2015,2/6/2015,6,MCD,2/3/2015,44,PSFER,1,20150203_004400,
W35,2/2/2015,2/6/2015,1,JMH,2/3/2015,1845,NOCAP,1,20150203_184500,COYOTES CALLING
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,1845,LICAP,1,20150203_184500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,1845,LISPH,3,20150203_184500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,1845,PSCRU,2,20150203_184500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,1845,PSNIG,3,20150203_184500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,1845,PSORN,1,20150203_184500,OWL
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,1845,LISPH,2,20150203_184500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,1845,PSCRU,3,20150203_184500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,1845,PSNIG,3,20150203_184500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,1845,PSCRU,3,20150203_184500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,1845,PSFER,2,20150203_184500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,1845,PSCRU,3,20150203_184500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,1845,PSNIG,3,20150203_184500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,1845,PSORN,1,20150203_184500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,1845,PSCRU,3,20150203_184500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,1845,PSFER,1,20150203_184500,
W68,2/2/2015,2/6/2015,7,RKH,2/3/2015,1845,PSFER,2,20150203_184500,
W26,2/2/2015,2/6/2015,6,MCD,2/3/2015,1845,NOCAP,1,20150203_184500,
W32,2/2/2015,2/6/2015,4,RKH,2/3/2015,1845,PSNIG,2,20150203_184500,
W26,2/2/2015,2/6/2015,6,MCD,2/3/2015,1945,PSNIG,1,20150203_194500,
W68,2/2/2015,2/6/2015,7,RKH,2/3/2015,1945,NOCAP,1,20150203_194500,
W35,2/2/2015,2/6/2015,1,JMH,2/3/2015,1945,NOCAP,1,20150203_194500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,1945,LISPH,3,20150203_194500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,1945,PSNIG,3,20150203_194500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,1945,LICAP,1,20150203_194500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,1945,LISPH,2,20150203_194500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,1945,PSCRU,3,20150203_194500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,1945,PSNIG,3,20150203_194500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,1945,PSCRU,2,20150203_194500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,1945,PSFER,2,20150203_194500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,1945,LISPH,2,20150203_194500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,1945,PSCRU,3,20150203_194500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,1945,PSFER,2,20150203_194500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,1945,PSNIG,1,20150203_194500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,1945,PSCRU,2,20150203_194500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,1945,PSFER,2,20150203_194500,
W32,2/2/2015,2/6/2015,4,RKH,2/3/2015,1945,NOCAP,1,20150203_194500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2045,PSFER,2,20150203_204500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2045,PSCRU,2,20150203_204500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2045,PSFER,1,20150203_204500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2045,PSNIG,2,20150203_204500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2045,PSORN,1,20150203_204500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,2045,PSCRU,2,20150203_204500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,2045,PSFER,2,20150203_204500,
W68,2/2/2015,2/6/2015,7,RKH,2/3/2015,2045,NOCAP,1,20150203_204500,
W26,2/2/2015,2/6/2015,6,MCD,2/3/2015,2045,NOCAP,1,20150203_204500,
W32,2/2/2015,2/6/2015,4,RKH,2/3/2015,2045,NOCAP,1,20150203_204500,
W35,2/2/2015,2/6/2015,1,JMH,2/3/2015,2045,NOCAP,1,20150203_204500,GREAT HORNED OWL CALLING
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2045,LISPH,3,20150203_204500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2045,PSCRU,1,20150203_204500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2045,PSNIG,3,20150203_204500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2045,LICAP,1,20150203_204500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2045,LICAT,1,20150203_204500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2045,LISPH,2,20150203_204500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2045,PSCRU,3,20150203_204500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2045,PSNIG,3,20150203_204500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2045,PSCRU,2,20150203_204500,
W68,2/2/2015,2/6/2015,7,RKH,2/3/2015,2145,NOCAP,1,20150203_214500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,2145,PSCRU,1,20150203_214500,
W32,2/2/2015,2/6/2015,4,RKH,2/3/2015,2145,NOCAP,1,20150203_214500,
W35,2/2/2015,2/6/2015,1,JMH,2/3/2015,2145,NOCAP,1,20150203_214500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2145,LISPH,3,20150203_214500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2145,PSCRU,1,20150203_214500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2145,PSNIG,3,20150203_214500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2145,PSORN,1,20150203_214500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2145,LICAP,2,20150203_214500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2145,LISPH,2,20150203_214500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2145,PSCRU,3,20150203_214500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2145,PSNIG,3,20150203_214500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2145,PSCRU,2,20150203_214500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2145,PSFER,2,20150203_214500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2145,LISPH,3,20150203_214500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2145,PSCRU,2,20150203_214500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2145,PSNIG,1,20150203_214500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2145,PSORN,1,20150203_214500,
W26,2/2/2015,2/6/2015,6,MCD,2/3/2015,2145,PSFER,1,20150203_214500,
W68,2/2/2015,2/6/2015,7,RKH,2/3/2015,2245,NOCAP,1,20150203_224500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,2245,PSCRU,2,20150203_224500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,2245,PSFER,2,20150203_224500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2245,PSNIG,1,20150203_224500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2245,PSCRU,2,20150203_224500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2245,LISPH,2,20150203_224500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2245,PSFER,2,20150203_224500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2245,PSCRU,2,20150203_224500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2245,PSNIG,3,20150203_224500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2245,PSCRU,2,20150203_224500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2245,LISPH,3,20150203_224500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2245,PSNIG,3,20150203_224500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2245,PSCRU,1,20150203_224500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2245,LISPH,3,20150203_224500,
W35,2/2/2015,2/6/2015,1,JMH,2/3/2015,2245,NOCAP,1,20150203_224500,DISTANT PSORN
W32,2/2/2015,2/6/2015,4,RKH,2/3/2015,2245,PSFER,1,20150203_224500,
W26,2/2/2015,2/6/2015,6,MCD,2/3/2015,2245,NOCAP,1,20150203_224500,
W68,2/2/2015,2/6/2015,7,RKH,2/3/2015,2345,NOCAP,1,20150203_234500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,2345,PSFER,2,20150203_234500,
W58,2/2/2015,2/6/2015,9,JMH,2/3/2015,2345,PSCRU,2,20150203_234500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2345,PSNIG,2,20150203_234500,
W55,2/2/2015,2/6/2015,8,JMH,2/3/2015,2345,PSCRU,2,20150203_234500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2345,PSFER,2,20150203_234500,
W52,2/2/2015,2/6/2015,10,RKH,2/3/2015,2345,PSCRU,2,20150203_234500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2345,PSNIG,3,20150203_234500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2345,PSCRU,3,20150203_234500,
W51,2/2/2015,2/6/2015,5,JMH,2/3/2015,2345,LISPH,3,20150203_234500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2345,PSNIG,3,20150203_234500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2345,PSCRU,3,20150203_234500,
W46,2/2/2015,2/6/2015,2,JMH,2/3/2015,2345,LISPH,3,20150203_234500,
W35,2/2/2015,2/6/2015,1,JMH,2/3/2015,2345,NOCAP,1,20150203_234500,
W26,2/2/2015,2/6/2015,6,MCD,2/3/2015,2345,NOCAP,1,20150203_234500,
W32,2/2/2015,2/6/2015,4,RKH,2/3/2015,2349,NOCAP,1,20150203_234900,
W46,2/2/2015,2/6/2015,2,JMH,2/4/2015,45,PSORN,1,20150204_004500,
W51,2/2/2015,2/6/2015,5,JMH,2/4/2015,45,LISPH,1,20150204_004500,
W51,2/2/2015,2/6/2015,5,JMH,2/4/2015,45,PSCRU,2,20150204_004500,
W51,2/2/2015,2/6/2015,5,JMH,2/4/2015,45,PSNIG,2,20150204_004500,
W52,2/2/2015,2/6/2015,10,RKH,2/4/2015,45,PSCRU,2,20150204_004500,
W52,2/2/2015,2/6/2015,10,RKH,2/4/2015,45,PSFER,2,20150204_004500,
W55,2/2/2015,2/6/2015,8,JMH,2/4/2015,45,PSCRU,2,20150204_004500,
W55,2/2/2015,2/6/2015,8,JMH,2/4/2015,45,PSNIG,1,20150204_004500,
W58,2/2/2015,2/6/2015,9,JMH,2/4/2015,45,PSCRU,2,20150204_004500,
W58,2/2/2015,2/6/2015,9,JMH,2/4/2015,45,PSFER,2,20150204_004500,
W68,2/2/2015,2/6/2015,7,RKH,2/4/2015,45,PSFER,2,20150204_004500,
W26,2/2/2015,2/6/2015,6,MCD,2/4/2015,45,NOCAP,1,20150204_004500,
W32,2/2/2015,2/6/2015,4,RKH,2/4/2015,45,NOCAP,1,20150204_004500,
W35,2/2/2015,2/6/2015,1,JMH,2/4/2015,45,NOCAP,1,20150204_004500,
W46,2/2/2015,2/6/2015,2,JMH,2/4/2015,45,LISPH,3,20150204_004500,
W46,2/2/2015,2/6/2015,2,JMH,2/4/2015,45,PSCRU,1,20150204_004500,
W46,2/2/2015,2/6/2015,2,JMH,2/4/2015,45,PSNIG,3,20150204_004500,
W51,2/2/2015,2/6/2015,5,JMH,2/4/2015,1846,PSCRU,3,20150204_184600,
W68,2/2/2015,2/6/2015,7,RKH,2/4/2015,1846,NOCAP,1,20150204_184600,
W52,2/2/2015,2/6/2015,10,RKH,2/4/2015,1846,PSCRU,2,20150204_184600,
W52,2/2/2015,2/6/2015,10,RKH,2/4/2015,1846,PSFER,2,20150204_184600,
W55,2/2/2015,2/6/2015,8,JMH,2/4/2015,1846,PSCRU,3,20150204_184600,RAINING
W55,2/2/2015,2/6/2015,8,JMH,2/4/2015,1846,PSORN,1,20150204_184600,RAINING
W58,2/2/2015,2/6/2015,9,JMH,2/4/2015,1846,PSCRU,3,20150204_184600,RAINING
W58,2/2/2015,2/6/2015,9,JMH,2/4/2015,1846,PSFER,1,20150204_184600,RAINING
