Site,Start Date,Stop Date,Logger,Listener,Sample Date,Sample Time,Species,NAAMP,File ID,Notes
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,1914,LISPH,2,20150313_191400,
W01,3/12/2015,3/16/2015,2,RKH,3/13/2015,1914,NOCAP,1,20150313_191400,
W04,3/12/2015,3/16/2015,5,JMJ,3/13/2015,1914,NOCAP,1,20150313_191400,
W01,3/12/2015,3/16/2015,2,RKH,3/13/2015,2014,PSFER,1,20150313_201400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2014,PSFER,3,20150313_201400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2014,PSNIG,3,20150313_201400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2014,PSFER,3,20150313_201400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2014,PSNIG,3,20150313_201400,
W04,3/12/2015,3/16/2015,5,JMJ,3/13/2015,2014,NOCAP,1,20150313_201400,"PSCRU, PSNIG/PSFER DISTANT"
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2014,LISPH,1,20150313_201400,PSFER DISTANT
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2014,PSCRU,2,20150313_201400,PSFER DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2014,LISPH,2,20150313_201400,"PSCRU, ACRGY DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2014,PSFER,3,20150313_201400,"PSCRU, ACRGY DISTANT"
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2014,PSFER,3,20150313_201400,/PSNIG
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2014,PSORN,2,20150313_201400,
W53,3/12/2015,3/16/2015,10,CMM,3/13/2015,2014,PSNIG,2,20150313_201400,
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2014,LISPH,1,20150313_201400,LISPH @ 2:29
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2014,PSNIG,3,20150313_201400,PSCRU IN DISTANCE
W04,3/12/2015,3/16/2015,5,JMJ,3/13/2015,2114,NOCAP,1,20150313_211400,PSCRU DISTANT
W53,3/12/2015,3/16/2015,10,CMM,3/13/2015,2114,PSNIG,2,20150313_211400,
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2114,PSCRU,2,20150313_211400,PSFER DISTANT
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2114,PSFER,1,20150313_211400,PSFER DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2114,LICAP,1,20150313_211400,PSCRU DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2114,LISPH,1,20150313_211400,PSCRU DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2114,PSFER,3,20150313_211400,PSCRU DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2114,PSORN,1,20150313_211400,PSCRU DISTANT
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2114,LISPH,1,20150313_211400,
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2114,PSFER,3,20150313_211400,/PSNIG
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2114,PSORN,2,20150313_211400,DOG BARKING
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2114,LISPH,1,20150313_211400,PSFER DISTANT
W53,3/12/2015,3/16/2015,10,CMM,3/13/2015,2114,LISPH,1,20150313_211400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2114,PSNIG,3,20150313_211400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2114,PSFER,3,20150313_211400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2114,LISPH,1,20150313_211400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2114,PSNIG,3,20150313_211400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2114,PSFER,3,20150313_211400,
W01,3/12/2015,3/16/2015,2,RKH,3/13/2015,2114,PSFER,1,20150313_211400,
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2114,PSNIG,2,20150313_211400,PSCRU IN DISTANCE
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2114,LICAT,1,20150313_211400,
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2214,LISPH,1,20150313_221400,
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2214,PSFER,1,20150313_221400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2214,PSNIG,3,20150313_221400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2214,PSFER,3,20150313_221400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2214,PSNIG,3,20150313_221400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2214,PSFER,3,20150313_221400,
W01,3/12/2015,3/16/2015,2,RKH,3/13/2015,2214,PSFER,1,20150313_221400,
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2214,PSNIG,2,20150313_221400,PSCRU DISTANT
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2214,LISPH,1,20150313_221400,
W53,3/12/2015,3/16/2015,10,CMM,3/13/2015,2214,PSNIG,2,20150313_221400,
W53,3/12/2015,3/16/2015,10,CMM,3/13/2015,2214,LISPH,1,20150313_221400,
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2214,PSORN,2,20150313_221400,
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2214,PSFER,3,20150313_221400,/PSNIG
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2214,LISPH,1,20150313_221400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2214,PSORN,1,20150313_221400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2214,PSFER,3,20150313_221400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2214,PSCRU,1,20150313_221400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2214,LISPH,2,20150313_221400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2214,LICAP,1,20150313_221400,
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2214,PSCRU,2,20150313_221400,
W04,3/12/2015,3/16/2015,5,JMJ,3/13/2015,2214,NOCAP,1,20150313_221400,PSCRU DISTANT
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2314,PSNIG,2,20150313_231400,
W01,3/12/2015,3/16/2015,2,RKH,3/13/2015,2314,PSFER,1,20150313_231400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2314,PSFER,3,20150313_231400,
W02,3/12/2015,3/17/2015,3,JMJ,3/13/2015,2314,PSNIG,3,20150313_231400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2314,PSFER,3,20150313_231400,
W03,3/12/2015,3/16/2015,4,JMJ,3/13/2015,2314,PSNIG,3,20150313_231400,
W04,3/12/2015,3/16/2015,5,JMJ,3/13/2015,2314,NOCAP,1,20150313_231400,DISTANT PSNIG/PSFER
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2314,LISPH,1,20150313_231400,
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2314,PSCRU,2,20150313_231400,
W53,3/12/2015,3/16/2015,10,CMM,3/13/2015,2314,PSNIG,2,20150313_231400,
W53,3/12/2015,3/16/2015,10,CMM,3/13/2015,2314,LISPH,1,20150313_231400,
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2314,PSORN,3,20150313_231400,
W21,3/12/2015,3/16/2015,9,CMM,3/13/2015,2314,PSFER,3,20150313_231400,/PSNIG
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2314,PSORN,1,20150313_231400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2314,PSFER,3,20150313_231400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2314,PSCRU,1,20150313_231400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2314,LISPH,2,20150313_231400,
W00,3/12/2015,3/16/2015,8,DDK,3/13/2015,2314,LISPH,2,20150313_231400,
W11,3/12/2015,3/16/2015,6,DDK,3/13/2015,2314,PSFER,1,20150313_231400,
W15,3/12/2015,3/16/2015,7,DDK,3/13/2015,2314,LICAP,1,20150313_231400,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,14,PSFER,3,20150314_001400,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,14,PSNIG,2,20150314_001400,
W04,3/12/2015,3/16/2015,5,JMJ,3/14/2015,14,NOCAP,1,20150314_001400,"DISTANT LICAT, PSNIG/PSFER, PSCRU"
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,14,LISPH,1,20150314_001400,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,14,PSCRU,2,20150314_001400,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,14,PSFER,1,20150314_001400,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,14,LICAP,1,20150314_001400,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,14,LISPH,2,20150314_001400,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,14,PSFER,3,20150314_001400,PSCRU DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,14,PSORN,1,20150314_001400,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,14,LISPH,2,20150314_001400,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,14,PSNIG,3,20150314_001400,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,14,LISPH,2,20150314_001400,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,14,PSORN,3,20150314_001400,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,14,PSFER,3,20150314_001400,/PSNIG
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,14,LISPH,1,20150314_001400,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,14,PSNIG,3,20150314_001400,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,14,PSFER,3,20150314_001400,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,14,LISPH,1,20150314_001400,
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,14,PSFER,1,20150314_001400,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,14,PSNIG,2,20150314_001400,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,14,LISPH,1,20150314_001400,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,14,LICAT,1,20150314_001400,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,1915,LICAT,1,20150314_191500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,1915,PSNIG,2,20150314_191500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,1915,PSFER,3,20150314_191500,/PSNIG
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,1915,HYGRA,1,20150314_191500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,1915,LISPH,1,20150314_191500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,1915,PSNIG,2,20150314_191500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,1915,LISPH,2,20150314_191500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,1915,ACGRY,1,20150314_191500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,1915,PSFER,3,20150314_191500,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,1915,PSCRU,2,20150314_191500,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,1915,LISPH,1,20150314_191500,
W04,3/12/2015,3/16/2015,5,JMJ,3/14/2015,1915,NOCAP,1,20150314_191500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,1915,PSNIG,2,20150314_191500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,1915,PSFER,1,20150314_191500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,1915,LISPH,1,20150314_191500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,1915,PSNIG,2,20150314_191500,LISPH DISTANT
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,1915,PSFER,2,20150314_191500,LISPH DISTANT
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,1915,NOCAP,1,20150314_191500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,1915,LISPH,3,20150314_191500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2015,HYGRA,2,20150314_201500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2015,LICAT,1,20150314_201500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2015,LISPH,3,20150314_201500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2015,PSFER,1,20150314_201500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2015,PSNIG,2,20150314_201500,PSCRU DISTANT
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,2015,PSFER,1,20150314_201500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2015,LISPH,1,20150314_201500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2015,PSFER,3,20150314_201500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2015,PSNIG,3,20150314_201500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2015,LISPH,2,20150314_201500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2015,PSFER,3,20150314_201500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2015,PSNIG,3,20150314_201500,
W04,3/12/2015,3/16/2015,5,JMJ,3/14/2015,2015,NOCAP,1,20150314_201500,"PSCRU, PSNIG/PSFER DISTANT"
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2015,LISPH,2,20150314_201500,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2015,PSCRU,2,20150314_201500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2015,HYCHR,1,20150314_201500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2015,HYGRA,3,20150314_201500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2015,LICAP,1,20150314_201500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2015,LISPH,1,20150314_201500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2015,PSFER,3,20150314_201500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2015,ACGRY,2,20150314_201500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2015,HYGRA,2,20150314_201500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2015,LISPH,3,20150314_201500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2015,PSFER,3,20150314_201500,/PSNIG
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2015,HYGRA,3,20150314_201500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2015,LICAP,1,20150314_201500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2015,LISPH,2,20150314_201500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2015,PSFER,3,20150314_201500,/PSNIG
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2015,LISPH,2,20150314_201500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2015,PSFER,3,20150314_201500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2015,PSNIG,3,20150314_201500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2015,PSORN,1,20150314_201500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2115,HYGRA,2,20150314_211500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2115,PSORN,1,20150314_211500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2115,PSNIG,2,20150314_211500,
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,2115,LISPH,1,20150314_211500,
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,2115,PSFER,1,20150314_211500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2115,LISPH,1,20150314_211500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2115,PSFER,3,20150314_211500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2115,PSNIG,3,20150314_211500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2115,LISPH,2,20150314_211500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2115,PSFER,3,20150314_211500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2115,PSNIG,3,20150314_211500,
W04,3/12/2015,3/16/2015,5,JMJ,3/14/2015,2115,NOCAP,1,20150314_211500,"PSCRU, LISPH DISTANT"
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2115,LISPH,2,20150314_211500,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2115,PSCRU,1,20150314_211500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2115,HYGRA,3,20150314_211500,HYCHR DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2115,LICAP,1,20150314_211500,HYCHR DISTANT
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2115,PSCRU,2,20150314_211500,HYCHR DISTANT
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2115,ANTER,1,20150314_211500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2115,HYGRA,3,20150314_211500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2115,LISPH,3,20150314_211500,HEARD BEST DURING FIRST MINUTE
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2115,PSFER,3,20150314_211500,/PSNIG
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2115,PSORN,1,20150314_211500,HARD TO HEAR PSORN WELL OVER OTHER FROGS. HEARD BEST @ 00:38
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2115,HYFEM,2,20150314_211500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2115,HYGRA,3,20150314_211500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2115,PSFER,3,20150314_211500,/PSNIG
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2115,LISPH,2,20150314_211500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2115,PSFER,3,20150314_211500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2115,PSNIG,3,20150314_211500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2115,LISPH,1,20150314_211500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2215,LISPH,2,20150314_221500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2215,PSFER,2,20150314_221500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2215,PSNIG,2,20150314_221500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2215,PSORN,1,20150314_221500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2215,LICAT,1,20150314_221500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2215,LISPH,1,20150314_221500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2215,PSNIG,2,20150314_221500,
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,2215,PSFER,1,20150314_221500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2215,LISPH,2,20150314_221500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2215,PSFER,3,20150314_221500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2215,PSNIG,3,20150314_221500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2215,LISPH,2,20150314_221500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2215,PSFER,3,20150314_221500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2215,PSNIG,3,20150314_221500,
W04,3/12/2015,3/16/2015,5,JMJ,3/14/2015,2215,NOCAP,1,20150314_221500,"LISPH, PSCRU DISTANT"
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2215,LISPH,2,20150314_221500,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2215,PSCRU,1,20150314_221500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2215,HYGRA,3,20150314_221500,"HYCIN, HYCHR DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2215,LICAP,1,20150314_221500,"HYCIN, HYCHR DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2215,PSCRU,1,20150314_221500,"HYCIN, HYCHR DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2215,PSFER,2,20150314_221500,"HYCIN, HYCHR DISTANT"
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2215,ACGRY,2,20150314_221500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2215,ANTER,2,20150314_221500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2215,HYGRA,3,20150314_221500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2215,LISPH,3,20150314_221500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2215,PSFER,3,20150314_221500,/PSNIG
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2215,HYFEM,2,20150314_221500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2215,HYGRA,3,20150314_221500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2215,LISPH,1,20150314_221500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2215,PSFER,3,20150314_221500,/PSNIG
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2315,PSORN,2,20150314_231500,VERY CLEAR PSORN
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2315,PSFER,3,20150314_231500,/PSNIG
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2315,HYGRA,3,20150314_231500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2315,LICAP,1,20150314_231500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2315,LISPH,2,20150314_231500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2315,PSFER,3,20150314_231500,/PSNIG
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2315,LISPH,2,20150314_231500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2315,PSFER,2,20150314_231500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2315,PSNIG,2,20150314_231500,
W96,3/12/2015,3/17/2015,1,RKH,3/14/2015,2315,PSORN,1,20150314_231500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2315,LISPH,3,20150314_231500,
W00,3/12/2015,3/16/2015,8,DDK,3/14/2015,2315,PSNIG,2,20150314_231500,
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,2315,LISPH,1,20150314_231500,
W01,3/12/2015,3/16/2015,2,RKH,3/14/2015,2315,PSFER,1,20150314_231500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2315,LISPH,2,20150314_231500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2315,PSFER,3,20150314_231500,
W02,3/12/2015,3/17/2015,3,JMJ,3/14/2015,2315,PSNIG,3,20150314_231500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2315,LISPH,2,20150314_231500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2315,PSFER,3,20150314_231500,
W03,3/12/2015,3/16/2015,4,JMJ,3/14/2015,2315,PSNIG,3,20150314_231500,
W04,3/12/2015,3/16/2015,5,JMJ,3/14/2015,2315,NOCAP,1,20150314_231500,DISTANT PSNIG/FER
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2315,LISPH,3,20150314_231500,
W11,3/12/2015,3/16/2015,6,DDK,3/14/2015,2315,PSCRU,1,20150314_231500,
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2315,HYGRA,3,20150314_231500,"HYCIN, HYCHR DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2315,LICAP,1,20150314_231500,"HYCIN, HYCHR DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2315,LISPH,1,20150314_231500,"HYCIN, HYCHR DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2315,PSCRU,1,20150314_231500,"HYCIN, HYCHR DISTANT"
W15,3/12/2015,3/16/2015,7,DDK,3/14/2015,2315,PSFER,2,20150314_231500,"HYCIN, HYCHR DISTANT"
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2315,ACGRY,2,20150314_231500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2315,ANTER,2,20150314_231500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2315,HYGRA,2,20150314_231500,
W21,3/12/2015,3/16/2015,9,CMM,3/14/2015,2315,LISPH,3,20150314_231500,
W53,3/12/2015,3/16/2015,10,CMM,3/14/2015,2315,ACGRY,1,20150314_231500,
W00,3/12/2015,3/16/2015,8,DDK,3/15/2015,15,LISPH,3,20150315_001500,
W96,3/12/2015,3/17/2015,1,RKH,3/15/2015,15,PSORN,1,20150315_001500,
W01,3/12/2015,3/16/2015,2,RKH,3/15/2015,15,NOCAP,1,20150315_001500,
W02,3/12/2015,3/17/2015,3,JMJ,3/15/2015,15,LISPH,2,20150315_001500,
W02,3/12/2015,3/17/2015,3,JMJ,3/15/2015,15,PSFER,3,20150315_001500,
W02,3/12/2015,3/17/2015,3,JMJ,3/15/2015,15,PSNIG,3,20150315_001500,
W03,3/12/2015,3/16/2015,4,JMJ,3/15/2015,15,LISPH,2,20150315_001500,
W03,3/12/2015,3/16/2015,4,JMJ,3/15/2015,15,PSFER,3,20150315_001500,
W03,3/12/2015,3/16/2015,4,JMJ,3/15/2015,15,PSNIG,3,20150315_001500,
W04,3/12/2015,3/16/2015,5,JMJ,3/15/2015,15,NOCAP,1,20150315_001500,DISTANT LICAT
W11,3/12/2015,3/16/2015,6,DDK,3/15/2015,15,LISPH,1,20150315_001500,
W15,3/12/2015,3/16/2015,7,DDK,3/15/2015,15,HYGRA,3,20150315_001500,
W15,3/12/2015,3/16/2015,7,DDK,3/15/2015,15,LICAP,1,20150315_001500,
W15,3/12/2015,3/16/2015,7,DDK,3/15/2015,15,LICAT,1,20150315_001500,
W15,3/12/2015,3/16/2015,7,DDK,3/15/2015,15,LISPH,2,20150315_001500,
W15,3/12/2015,3/16/2015,7,DDK,3/15/2015,15,PSCRU,1,20150315_001500,
W15,3/12/2015,3/16/2015,7,DDK,3/15/2015,15,PSFER,3,20150315_001500,
W21,3/12/2015,3/16/2015,9,CMM,3/15/2015,15,ACGRY,2,20150315_001500,
W21,3/12/2015,3/16/2015,9,CMM,3/15/2015,15,ANTER,1,20150315_001500,
W21,3/12/2015,3/16/2015,9,CMM,3/15/2015,15,HYGRA,2,20150315_001500,
W21,3/12/2015,3/16/2015,9,CMM,3/15/2015,15,LISPH,3,20150315_001500,
W21,3/12/2015,3/16/2015,9,CMM,3/15/2015,15,PSFER,3,20150315_001500,/PSNIG
W21,3/12/2015,3/16/2015,9,CMM,3/15/2015,15,PSORN,1,20150315_001500,
W53,3/12/2015,3/16/2015,10,CMM,3/15/2015,15,HYGRA,3,20150315_001500,
W53,3/12/2015,3/16/2015,10,CMM,3/15/2015,15,LISPH,2,20150315_001500,
W53,3/12/2015,3/16/2015,10,CMM,3/15/2015,15,PSNIG,2,20150315_001500,
