file_path,Unnamed: 0,year,pond,date,Lcapito,score0,time_stamp0,score1,time_stamp1
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150315_001500.wav,2486,2015,10a,2015-03-15 00:15:00,0.0,116.05952377732935,170.5,86.20797235075061,52.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150225_220300.wav,403,2015,7a,2015-02-25 22:03:00,0.0,115.659970575724,42.0,122.15806248852913,178.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150204_234600.wav,2389,2015,9a,2015-02-04 23:46:00,0.0,114.78131961500199,118.5,157.99131373670107,159.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150306_211000.wav,2482,2015,10a,2015-03-06 21:10:00,0.0,114.57464614601507,171.5,167.19235708956177,232.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150313_001400.wav,247,2015,8a,2015-03-13 00:14:00,0.0,114.50836326220076,94.5,94.65252033365269,89.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150203_224500.wav,4622,2015,5a,2015-02-03 22:45:00,0.0,114.34296796305527,23.5,208.44479777513848,92.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150218_185700.wav,1530,2015,2a,2015-02-18 18:57:00,0.0,113.9220001722395,160.5,99.26870246935714,215.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/7a/20150226_000300.wav,441,2015,7a,2015-02-26 00:03:00,0.0,113.85325434157748,281.5,81.3011544953954,271.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150204_224600.wav,2218,2015,9a,2015-02-04 22:46:00,0.0,113.71670308553362,230.0,138.07116086461915,135.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/3a/20150313_191400.wav,782,2015,3a,2015-03-13 19:14:00,0.0,113.26523174419047,106.0,80.59537878275849,101.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150306_231000.wav,2193,2015,9a,2015-03-06 23:10:00,0.0,112.99712901447012,21.5,83.7132041566921,258.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150203_194500.wav,2500,2015,10a,2015-02-03 19:45:00,0.0,112.9020839200781,276.5,127.77579392271156,36.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150202_214400.wav,2588,2015,10a,2015-02-02 21:44:00,0.0,112.76636695682785,224.0,82.33711962950281,252.5
