,score,year,logger,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210301_023400.wav,611.1615978581895,2021,399,297.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_223600.wav,419.9992594506394,2021,400,41.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210228_023300.wav,392.78203172875624,2021,399,297.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_213600.wav,387.94268553896893,2021,400,124.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_213900.wav,378.0740396647074,2021,400,79.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_233600.wav,376.0696042754555,2021,400,48.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_023800.wav,359.5799388811428,2021,400,198.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210302_013500.wav,352.4185610002573,2021,400,111.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210319_184800.wav,351.34639728689467,2021,400,234.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_223800.wav,351.07955628952493,2021,400,224.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_013500.wav,348.0907019144017,2021,400,289.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210228_013300.wav,345.5364900351587,2021,399,228.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210301_233500.wav,336.70020899717696,2021,400,189.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210301_013400.wav,320.7892159305296,2021,399,248.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_233800.wav,317.13700838925365,2021,400,152.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210301_013400.wav,312.79050366181235,2021,400,218.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_203800.wav,311.091603559275,2021,400,149.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_203900.wav,310.10601391250896,2021,400,33.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_003600.wav,308.50184064008874,2021,400,159.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_193900.wav,304.4523754395463,2021,400,298.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_213900.wav,297.5600372648473,2021,400,71.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_233900.wav,296.6683864196209,2021,400,50.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210304_193700.wav,293.6528202125363,2021,400,231.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210316_214600.wav,287.51204364137527,2021,400,283.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_003800.wav,283.60280323423865,2021,400,132.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210306_193900.wav,282.98883870331906,2021,400,238.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210227_023200.wav,280.0148722413033,2021,400,265.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210301_213500.wav,278.05504462714885,2021,400,38.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210313_014300.wav,277.7989601374685,2021,400,205.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_193800.wav,277.16844339429286,2021,400,287.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210320_194900.wav,276.8291572345549,2021,400,63.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_003700.wav,274.59242119275405,2021,400,245.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_399/TEST_0+1_20210227_223300.wav,270.52060050674424,2021,399,274.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210303_193600.wav,268.38925148003216,2021,400,159.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210311_194200.wav,264.2494578511971,2021,400,11.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210312_224300.wav,263.5344738611947,2021,400,293.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_204200.wav,259.6515893455555,2021,400,112.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210314_234400.wav,257.9152404092692,2021,400,294.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210319_204800.wav,257.5073217326293,2021,400,48.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210201_201000.wav,256.71338909619675,2021,400,153.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210301_023400.wav,252.58703698569605,2021,400,139.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210314_004400.wav,251.05765012796672,2021,400,277.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210228_023300.wav,249.4849101652294,2021,400,40.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210319_194800.wav,249.04233477946482,2021,400,118.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210311_204200.wav,244.2820425490576,2021,400,143.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210228_223400.wav,240.77815614744858,2021,400,251.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210311_234200.wav,240.60406943474698,2021,400,268.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_401/TEST_0+1_20210201_181000.wav,238.38584567259088,2021,401,292.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210320_205008.wav,237.82629839051438,2021,400,114.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210309_204100.wav,237.40027745929885,2021,400,285.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210201_181000.wav,236.92678168130232,2021,400,255.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210305_213800.wav,231.74771926129466,2021,400,131.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210301_223500.wav,230.43674360175476,2021,400,58.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210310_194200.wav,228.96047953631904,2021,400,238.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210201_171000.wav,228.30697590455077,2021,400,144.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210228_003300.wav,227.6798724130435,2021,400,9.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210307_003900.wav,222.66437405184163,2021,400,0.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210228_013300.wav,217.51959184124422,2021,400,171.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210228_233400.wav,213.57481500624803,2021,400,88.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210301_183500.wav,213.2334239586598,2021,400,102.5
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_401/TEST_0+1_20210202_011000.wav,211.79874032259406,2021,401,253.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210301_193500.wav,208.8959361797089,2021,400,3.0
/Volumes/Expansion/Frog Call Project/Calling Data/FLSHE/FLSHE_2021/FLSHE_2021_400/TEST_0+1_20210312_214300.wav,207.22166572303703,2021,400,78.0
