,score,label,time_stamp
./FLSHE_2020_400/TEST_0+1_20200401_005700.wav,12.302043389216008,0,166.0
./FLSHE_2020_400/TEST_0+1_20200216_192300.wav,9.103815410240184,0,163.5
./FLSHE_2020_400/TEST_0+1_20200514_022700.wav,10.143229447395575,0,147.0
./FLSHE_2020_400/TEST_0+1_20200404_225900.wav,34.309737980658994,0,251.5
./FLSHE_2020_400/TEST_0+1_20200227_003200.wav,10.697187792008998,0,86.0
./FLSHE_2020_400/TEST_0+1_20200509_222500.wav,9.554407575422962,0,298.5
./FLSHE_2020_400/TEST_0+1_20200219_182600.wav,9.300909586452983,0,279.0
./FLSHE_2020_400/TEST_0+1_20200424_221400.wav,23.409987798228897,0,185.5
./FLSHE_2020_400/TEST_0+1_20200206_001300.wav,247.62116779951083,0,69.0
./FLSHE_2020_400/TEST_0+1_20200416_010700.wav,32.836126182511045,0,271.5
./FLSHE_2020_400/TEST_0+1_20200405_190000.wav,8.984934985073004,0,5.0
./FLSHE_2020_400/TEST_0+1_20200209_011600.wav,11.65727937207491,0,279.5
./FLSHE_2020_400/TEST_0+1_20200505_192200.wav,9.676442172940153,0,261.5
./FLSHE_2020_400/TEST_0+1_20200207_211500.wav,15.796328813141566,0,263.0
./FLSHE_2020_400/TEST_0+1_20200528_013700.wav,12.003603298536875,0,175.0
./FLSHE_2020_400/TEST_0+1_20200307_023900.wav,12.034911003112633,0,293.5
./FLSHE_2020_400/TEST_0+1_20200416_210800.wav,16.7326398450834,0,4.5
./FLSHE_2020_400/TEST_0+1_20200422_021100.wav,49.57265523173283,0,164.5
./FLSHE_2020_400/TEST_0+1_20200523_203400.wav,21.17814876724363,0,221.5
./FLSHE_2020_400/TEST_0+1_20200522_023300.wav,9.88049038443501,0,1.0
./FLSHE_2020_400/TEST_0+1_20200302_233600.wav,11.86656031433538,0,295.5
./FLSHE_2020_400/TEST_0+1_20200117_225600.wav,14.08517910378452,0,187.0
./FLSHE_2020_400/TEST_0+1_20200126_230400.wav,10.515445111686077,0,275.5
./FLSHE_2020_400/TEST_0+1_20200127_190500.wav,11.66325764919602,0,122.5
./FLSHE_2020_400/TEST_0+1_20200522_193400.wav,24.103768934707013,0,104.0
./FLSHE_2020_400/TEST_0+1_20200223_212900.wav,9.924662369531118,0,60.5
./FLSHE_2020_400/TEST_0+1_20200603_194100.wav,8.406652770216803,0,218.5
./FLSHE_2020_400/TEST_0+1_20200602_234000.wav,16.157375310925858,0,245.0
./FLSHE_2020_400/TEST_0+1_20200514_222800.wav,9.717436748758708,0,196.5
./FLSHE_2020_400/TEST_0+1_20200519_213200.wav,22.298773984480597,0,170.0
./FLSHE_2020_400/TEST_0+1_20200411_000400.wav,19.20289353159934,0,202.0
./FLSHE_2020_400/TEST_0+1_20200419_211000.wav,20.042472089106287,0,80.0
./FLSHE_2020_400/TEST_0+1_20200114_005200.wav,11.823394185047375,0,193.0
./FLSHE_2020_400/TEST_0+1_20200313_184400.wav,10.866749078210008,0,64.5
./FLSHE_2020_400/TEST_0+1_20200115_215400.wav,251.29868663334378,0,145.0
./FLSHE_2020_400/TEST_0+1_20200503_222000.wav,15.317791162078043,0,115.0
./FLSHE_2020_400/TEST_0+1_20200517_023000.wav,8.60099196282131,0,28.5
./FLSHE_2020_400/TEST_0+1_20200229_223400.wav,12.707056591205845,0,275.5
./FLSHE_2020_400/TEST_0+1_20200220_212700.wav,68.4434913609656,0,14.5
./FLSHE_2020_400/TEST_0+1_20200328_005400.wav,13.463252967987076,0,207.0
./FLSHE_2020_400/TEST_0+1_20200525_013500.wav,22.20753861105154,0,97.5
./FLSHE_2020_400/TEST_0+1_20200409_230300.wav,40.837212826321256,0,101.0
./FLSHE_2020_400/TEST_0+1_20200408_190200.wav,12.306895830697556,0,88.0
./FLSHE_2020_400/TEST_0+1_20200204_191200.wav,16.146345067266704,0,176.0
./FLSHE_2020_400/TEST_0+1_20200205_231300.wav,167.5145151734668,0,272.5
./FLSHE_2020_400/TEST_0+1_20200304_013600.wav,47.91970500300763,0,127.5
./FLSHE_2020_400/TEST_0+1_20200415_220700.wav,51.4268446959204,0,8.0
./FLSHE_2020_400/TEST_0+1_20200221_182700.wav,12.511671881542922,0,272.5
./FLSHE_2020_400/TEST_0+1_20200219_022500.wav,23.576916059059734,0,224.5
./FLSHE_2020_400/TEST_0+1_20200407_000100.wav,23.894836702638525,0,212.0
./FLSHE_2020_400/TEST_0+1_20200427_021500.wav,13.654919189323154,0,281.0
./FLSHE_2020_400/TEST_0+1_20200123_200100.wav,9.711699864356527,0,222.0
./FLSHE_2020_400/TEST_0+1_20200531_233900.wav,17.35952449725511,0,254.0
./FLSHE_2020_400/TEST_0+1_20200210_231800.wav,120.92749295809793,0,214.5
./FLSHE_2020_400/TEST_0+1_20200211_191900.wav,337.2963853857738,0,105.5
./FLSHE_2020_400/TEST_0+1_20200429_211700.wav,11.804547781552696,0,294.5
./FLSHE_2020_400/TEST_0+1_20200527_013600.wav,14.846910733060165,0,164.0
./FLSHE_2020_400/TEST_0+1_20200423_221300.wav,11.066196678865257,0,213.5
./FLSHE_2020_400/TEST_0+1_20200131_210900.wav,9.01348625140397,0,241.5
./FLSHE_2020_400/TEST_0+1_20200513_192700.wav,9.215258326289666,0,54.5
./FLSHE_2020_400/TEST_0+1_20200118_215600.wav,16.640206197756715,0,13.0
./FLSHE_2020_400/TEST_0+1_20200201_010900.wav,11.968497503402281,0,147.5
./FLSHE_2020_400/TEST_0+1_20200203_181100.wav,9.218617713285338,0,178.5
./FLSHE_2020_400/TEST_0+1_20200512_202700.wav,21.708405113659165,0,299.5
./FLSHE_2020_400/TEST_0+1_20200310_234200.wav,33.34772637234265,0,75.0
./FLSHE_2020_400/TEST_0+1_20200308_013900.wav,15.076101000331466,0,48.5
./FLSHE_2020_400/TEST_0+1_20200202_211100.wav,14.646791063912914,0,252.5
./FLSHE_2020_400/TEST_0+1_20200412_200500.wav,11.25043097785711,0,204.5
