,score,year,pond,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170209_221800.wav,115.57555405265056,2017,401,215.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170210_021800.wav,98.20978111630119,2017,401,69.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20171119_023500.wav,85.52235141757687,2017,401,95.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170121_005900.wav,85.22444122462946,2017,401,219.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170115_025300.wav,84.65824714680156,2017,401,248.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170125_000300.wav,81.77330582908432,2017,401,229.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170121_230000.wav,74.6170240243363,2017,401,158.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170111_235100.wav,73.5794492095911,2017,401,220.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170428_021600.wav,69.78138523903391,2017,401,53.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170120_235900.wav,65.10288300256379,2017,401,54.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170112_015100.wav,64.54888385517343,2017,401,158.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170413_200600.wav,64.45654096947256,2017,401,299.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170112_175200.wav,61.226148412640455,2017,401,249.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170124_190300.wav,59.80904203874389,2017,401,53.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170124_230300.wav,59.166200363566766,2017,401,237.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170124_210300.wav,59.11751204342979,2017,401,185.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170121_200000.wav,59.03342239551067,2017,401,253.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170112_225200.wav,58.22870571118364,2017,401,239.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2017/FLSHE_2017_401/TEST_0+1_20170121_190000.wav,58.17355633182639,2017,401,184.0
