,score,year,pond,time_stamp
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180102_014200.wav,102.70756830113704,2018,399,233.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180217_012400.wav,93.9440594381322,2018,399,4.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180211_181900.wav,82.11905815215086,2018,399,194.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180217_022400.wav,62.24332394766759,2018,399,291.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180120_175900.wav,56.37436878285748,2018,399,115.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171231_204200.wav,52.870219461195056,2018,399,221.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180119_195800.wav,51.72995726114749,2018,399,71.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180112_215100.wav,50.38076882799349,2018,399,146.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171224_203700.wav,48.16280259317986,2018,399,29.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180207_021500.wav,47.03122751363858,2018,399,223.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180116_205500.wav,46.6092389962167,2018,399,37.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180125_010300.wav,45.526887645706395,2018,399,28.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180106_184600.wav,45.1926564159654,2018,399,56.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180107_234700.wav,44.752003602196766,2018,399,292.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171221_193600.wav,44.35008582827348,2018,399,237.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180213_022000.wav,44.13275127857811,2018,399,104.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171226_213800.wav,43.541001721528396,2018,399,281.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171231_174200.wav,43.51524154693144,2018,399,5.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180121_005900.wav,43.503483512532696,2018,399,156.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180105_234600.wav,43.2533220785492,2018,399,10.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180116_175500.wav,43.249862976970775,2018,399,72.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180204_181300.wav,43.03563520887875,2018,399,99.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180102_174300.wav,42.91745258170896,2018,399,292.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171223_203700.wav,42.582343962004664,2018,399,45.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171231_004100.wav,42.571288753209906,2018,399,7.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180120_185900.wav,42.05702545657482,2018,399,293.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180201_010900.wav,42.03324838272687,2018,399,34.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180127_210500.wav,41.99971340685453,2018,399,46.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180112_195100.wav,41.530713803034885,2018,399,126.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180212_021900.wav,41.05047460714162,2018,399,2.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180202_221100.wav,40.7457996059765,2018,399,160.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180117_015500.wav,40.69445828934675,2018,399,108.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180113_025100.wav,40.65955253319541,2018,399,235.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180211_021800.wav,40.557994291710415,2018,399,62.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171222_183600.wav,40.49529613818192,2018,399,208.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180210_231800.wav,40.4034235890237,2018,399,67.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180126_210400.wav,40.07133934314169,2018,399,275.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171222_223600.wav,39.80872305231059,2018,399,276.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20171224_023700.wav,39.78472138840423,2018,399,273.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180102_004200.wav,39.42558241096429,2018,399,87.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180201_000900.wav,39.2860584890333,2018,399,103.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2018/FLSHE_2018_399/TEST_0+1_20180125_230300.wav,39.12656713535604,2018,399,183.0
