file_path,score,time_stamp,year,pond
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190301_003300.wav,81.61111603087173,191.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190215_022200.wav,78.88606510341324,218.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190313_004300.wav,76.77088418948804,54.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190316_204500.wav,73.80870570451087,75.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190306_223800.wav,73.35378103688791,151.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190315_004400.wav,73.11902617921658,203.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190228_023300.wav,71.62055105538793,59.0,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190103_004300.wav,70.17482117465423,262.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190321_024800.wav,69.83987495969261,183.0,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20181209_003100.wav,69.1182630141303,93.0,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190315_014400.wav,68.02775820534534,65.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190225_003000.wav,67.10550610055486,199.0,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20190304_213700.wav,66.92264561759161,106.5,2019,402
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/FLSHE_2019/FLSHE_2019_402/TEST_0+1_20181209_203200.wav,66.07904708640729,55.5,2019,402
