file_path,Unnamed: 0,year,pond,date,Lcapito,score0,time_stamp0,score1,time_stamp1
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150203_214500.wav,2285,2015,9a,2015-02-03 21:45:00,0.0,7.9413676178704975,259.5,41.745401909939716,290.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/5a/20150511_005300.wav,4924,2015,5a,2015-05-11 00:53:00,0.0,6.809764461851265,210.5,41.737270724409285,141.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/8a/20150510_235300.wav,324,2015,8a,2015-05-10 23:53:00,0.0,4.6291621451398495,137.0,41.72541490858597,219.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150403_212800.wav,2183,2015,9a,2015-04-03 21:28:00,0.0,14.274643799115346,154.0,41.71587327156273,154.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150411_223400.wav,1469,2015,2a,2015-04-11 22:34:00,0.0,12.223610211676492,234.0,41.713277077197056,157.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150418_203800.wav,5118,2015,1a,2015-04-18 20:38:00,0.0,8.69721157860976,68.5,41.69988048166705,182.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150404_002800.wav,2248,2015,9a,2015-04-04 00:28:00,0.0,8.142219960501269,200.5,41.69714979515914,253.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/2a/20150226_200400.wav,1599,2015,2a,2015-02-26 20:04:00,0.0,9.227041355532826,43.0,41.69384634759975,262.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/4a/20150404_192900.wav,1127,2015,4a,2015-04-04 19:29:00,0.0,10.326339738253273,183.0,41.676660431843686,206.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150405_193000.wav,5008,2015,1a,2015-04-05 19:30:00,0.0,11.898635720875266,259.5,41.669327892632886,256.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150510_215300.wav,5041,2015,1a,2015-05-10 21:53:00,0.0,8.066258113062547,111.5,41.664838538091345,60.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/9a/20150413_003400.wav,2380,2015,9a,2015-04-13 00:34:00,0.0,8.804572837034755,56.5,41.652638665602105,193.0
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/1a/20150416_223700.wav,4971,2015,1a,2015-04-16 22:37:00,0.0,13.638569934801628,221.5,41.64224611171914,242.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/10a/20150411_233400.wav,2596,2015,10a,2015-04-11 23:34:00,0.0,7.498526531313556,93.5,41.642126368396546,291.5
/Volumes/Expansion/Frog Call Project/Calling Data/Frog Calls/ichaway_2015/6a/20150204_234600.wav,1984,2015,6a,2015-02-04 23:46:00,0.0,13.01298295546114,148.5,41.63184197499794,298.0
